Time (s),Mean SBP Fallers (mmHg),SD SBP Fallers (mmHg),Mean SBP Non-Fallers (mmHg),SD SBP Non-Fallers (mmHg)
-1.210000000000000853e+01,1.151795694001991421e+02,1.455471857800480784e+01,1.237560921392895352e+02,1.910459366826142258e+01
-1.200000000000001421e+01,1.151706062489396203e+02,1.458808066351969224e+01,1.236485499366604301e+02,1.924316761357238192e+01
-1.190000000000000568e+01,1.151710598704136146e+02,1.463434886441413418e+01,1.235148761184098731e+02,1.943250968244307941e+01
-1.180000000000001137e+01,1.151661201566825810e+02,1.469532211721216619e+01,1.234942942482698101e+02,1.940410180292543529e+01
-1.170000000000000284e+01,1.151678665497656766e+02,1.477922432353147819e+01,1.235728408552667332e+02,1.933231935073980878e+01
-1.160000000000000853e+01,1.151603809029632117e+02,1.482247733952332780e+01,1.237056829008791539e+02,1.930801279649289981e+01
-1.150000000000001421e+01,1.151454235752116517e+02,1.486257552363525036e+01,1.238636397831933067e+02,1.930178088016584326e+01
-1.140000000000000568e+01,1.151832718622056149e+02,1.491193744093338758e+01,1.239588558647873526e+02,1.922589533763762049e+01
-1.130000000000001137e+01,1.152600808742434566e+02,1.496722835825739928e+01,1.240170000150619813e+02,1.914759749227744834e+01
-1.120000000000000284e+01,1.153211731068871444e+02,1.504415581752243369e+01,1.240789249022380858e+02,1.910333669273908797e+01
-1.110000000000000853e+01,1.153421412610638015e+02,1.510244855085203852e+01,1.241254251953882175e+02,1.905807708210340934e+01
-1.100000000000001421e+01,1.153741989206066876e+02,1.516044442232845846e+01,1.241176441490732572e+02,1.898206655929469377e+01
-1.090000000000000568e+01,1.153830322625774727e+02,1.521463437527138574e+01,1.240931025303499382e+02,1.891705665695174687e+01
-1.080000000000001137e+01,1.153923723413233660e+02,1.528010617761421130e+01,1.240636732611368984e+02,1.892223087151120708e+01
-1.070000000000000284e+01,1.153968561107802628e+02,1.536041627867841974e+01,1.240442422764278518e+02,1.893924283247886464e+01
-1.060000000000000853e+01,1.153834085458235137e+02,1.542780550050218480e+01,1.240245376252771763e+02,1.895690005930949695e+01
-1.050000000000001421e+01,1.153744119980899256e+02,1.542669694266171732e+01,1.240162239513071825e+02,1.898264870434894291e+01
-1.040000000000000568e+01,1.153367870920044709e+02,1.542179839996685509e+01,1.240359617838730628e+02,1.901060897943183647e+01
-1.030000000000001137e+01,1.152112307547716341e+02,1.530672200584948861e+01,1.240675046683052472e+02,1.904178708295340172e+01
-1.020000000000000284e+01,1.150874439168558041e+02,1.519720482399856998e+01,1.241020577887644265e+02,1.906329013943827988e+01
-1.010000000000000853e+01,1.149860508201353468e+02,1.511387458760319902e+01,1.241513182641148489e+02,1.909106376742412081e+01
-1.000000000000001421e+01,1.148974392284016375e+02,1.504099983847737398e+01,1.241981283281591857e+02,1.912061645362820883e+01
-9.900000000000005684e+00,1.148252627054560122e+02,1.496485660644741422e+01,1.242901034206184647e+02,1.914054801752751800e+01
-9.800000000000011369e+00,1.147870688440679743e+02,1.487338224286802379e+01,1.243762148395401823e+02,1.914389600322689944e+01
-9.700000000000002842e+00,1.147466516769093374e+02,1.478693814140392071e+01,1.244513048834883477e+02,1.916803086992715066e+01
-9.600000000000008527e+00,1.147033902630309541e+02,1.470596063490493499e+01,1.245325540800385085e+02,1.920230460360385294e+01
-9.500000000000014211e+00,1.146698018195969553e+02,1.462233761618948158e+01,1.246088162288009045e+02,1.924393133364074870e+01
-9.400000000000005684e+00,1.146632837588021374e+02,1.452421781289907443e+01,1.247000699561594956e+02,1.930538830466887390e+01
-9.300000000000011369e+00,1.146690261738718135e+02,1.442200855250959890e+01,1.248163747770459366e+02,1.940388522766680879e+01
-9.200000000000002842e+00,1.146796332093121293e+02,1.431680228741052474e+01,1.248470746225151373e+02,1.944540647639598774e+01
-9.100000000000008527e+00,1.147051626057476597e+02,1.421649608082239702e+01,1.248692845016254438e+02,1.945520201811813976e+01
-9.000000000000014211e+00,1.147327509735511910e+02,1.412568698568865955e+01,1.248919133948315334e+02,1.945902996426310949e+01
-8.900000000000005684e+00,1.147628657252528939e+02,1.404336289785932834e+01,1.249329627909025504e+02,1.948409700382913101e+01
-8.800000000000011369e+00,1.147729822570581319e+02,1.397645414152345289e+01,1.249853741520726800e+02,1.951716084296101883e+01
-8.700000000000002842e+00,1.147784140722099551e+02,1.392038536310176688e+01,1.250376205817748598e+02,1.955850427779223821e+01
-8.600000000000008527e+00,1.147662618573801581e+02,1.389227010236266757e+01,1.250747166158658530e+02,1.958034643125966312e+01
-8.500000000000014211e+00,1.147272692889495147e+02,1.386816088662268065e+01,1.251014416517588188e+02,1.958228686611565195e+01
-8.400000000000005684e+00,1.146823139712158621e+02,1.384350453532977632e+01,1.251408052864059357e+02,1.959005230341637827e+01
-8.300000000000011369e+00,1.146413762409395360e+02,1.382733706977787236e+01,1.251672796821057432e+02,1.958005548928844775e+01
-8.200000000000002842e+00,1.145771515390034807e+02,1.381074153467019272e+01,1.251867131388796679e+02,1.957738322001851117e+01
-8.100000000000008527e+00,1.145206011193541116e+02,1.381365027771974852e+01,1.251930272024165731e+02,1.958511321916926562e+01
-8.000000000000014211e+00,1.145217921463111139e+02,1.383341938274462990e+01,1.252119146010064838e+02,1.958871643173443289e+01
-7.900000000000005684e+00,1.145493945410193675e+02,1.387177008261292599e+01,1.252270635915946002e+02,1.958522575884422068e+01
-7.800000000000011369e+00,1.145787915815629532e+02,1.391379555852523175e+01,1.252242668529158465e+02,1.954431621154350296e+01
-7.700000000000002842e+00,1.146132195920209398e+02,1.395873424068614987e+01,1.251537030767102436e+02,1.936459002782410010e+01
-7.600000000000008527e+00,1.146478223206584772e+02,1.400215852998752375e+01,1.250830482160815365e+02,1.920910650139135711e+01
-7.500000000000014211e+00,1.146795776129881403e+02,1.401180785517822791e+01,1.250091037351515126e+02,1.907135960475006087e+01
-7.400000000000005684e+00,1.147403005517526253e+02,1.400442533453670890e+01,1.249456028126578104e+02,1.893519747538834253e+01
-7.300000000000011369e+00,1.147936181812776226e+02,1.400559041552275552e+01,1.248555537603600527e+02,1.877606867453609141e+01
-7.200000000000002842e+00,1.148526979800819277e+02,1.401741214431227078e+01,1.247416310660176748e+02,1.861528257275299580e+01
-7.100000000000008527e+00,1.149021354410949556e+02,1.402638077733413446e+01,1.246329099029346139e+02,1.847466059118186621e+01
-7.000000000000014211e+00,1.149469445999132091e+02,1.400254427692777881e+01,1.245579051055606499e+02,1.839771052667293816e+01
-6.900000000000005684e+00,1.149453597185385547e+02,1.393868610792821983e+01,1.244897061066396020e+02,1.836409072266137343e+01
-6.800000000000011369e+00,1.149218647876985102e+02,1.387250129501264695e+01,1.244288291641968840e+02,1.831887406176104349e+01
-6.700000000000002842e+00,1.149103592713909165e+02,1.382704360003483046e+01,1.243725303500679047e+02,1.826705960793166383e+01
-6.600000000000008527e+00,1.148644130167019028e+02,1.377086171499944278e+01,1.243152571824895176e+02,1.822264418583555923e+01
-6.500000000000014211e+00,1.148624146883699950e+02,1.369477558020580332e+01,1.242836611779308953e+02,1.817943295434664108e+01
-6.400000000000005684e+00,1.148837751480855616e+02,1.361751026905889184e+01,1.242749841417649890e+02,1.816514290179931734e+01
-6.300000000000011369e+00,1.149156562506744450e+02,1.354999493975612523e+01,1.242670941684059045e+02,1.818754182130846075e+01
-6.200000000000002842e+00,1.149729252813499727e+02,1.346068158374543167e+01,1.242713540081366688e+02,1.821414119041902069e+01
-6.100000000000008527e+00,1.150251014956597828e+02,1.337814660371278563e+01,1.242517809579564414e+02,1.823917716546257495e+01
-6.000000000000014211e+00,1.150296032086484530e+02,1.329922212758588707e+01,1.242339281596982232e+02,1.826384551924933319e+01
-5.900000000000005684e+00,1.150083684255073138e+02,1.323114288856068299e+01,1.242346651021407382e+02,1.832010695247323540e+01
-5.800000000000011369e+00,1.149897415976532216e+02,1.318730187215765426e+01,1.242395035212435204e+02,1.839213634885003401e+01
-5.700000000000002842e+00,1.150331735178277626e+02,1.314721512248932811e+01,1.242642902815167929e+02,1.846474220126204102e+01
-5.600000000000008527e+00,1.150945306544658706e+02,1.311967738130394423e+01,1.243010297068157257e+02,1.854594684561669382e+01
-5.500000000000014211e+00,1.151576793386927307e+02,1.310505195212067164e+01,1.243238102171459474e+02,1.861351804074935856e+01
-5.400000000000005684e+00,1.151848423268780124e+02,1.308795491360375429e+01,1.243307030850034067e+02,1.868086053124181234e+01
-5.300000000000011369e+00,1.151943667779323732e+02,1.307860499039626312e+01,1.243387645735521119e+02,1.875939892297252598e+01
-5.200000000000002842e+00,1.151753875988691220e+02,1.307639066750166457e+01,1.243530856395848900e+02,1.884606602953867949e+01
-5.100000000000008527e+00,1.151350857181889182e+02,1.306153537757347927e+01,1.243889153908626923e+02,1.890911424629933890e+01
-5.000000000000014211e+00,1.150947838375086150e+02,1.305710854152902911e+01,1.244591333278656435e+02,1.900749851313552696e+01
-4.900000000000005684e+00,1.150614792885125297e+02,1.306894621906433329e+01,1.245420538508302712e+02,1.908560253187229705e+01
-4.800000000000011369e+00,1.150020412509121996e+02,1.308119013054017188e+01,1.246173207610467557e+02,1.914079982008384562e+01
-4.700000000000002842e+00,1.149447891299440556e+02,1.309842629054594632e+01,1.246751050629063968e+02,1.918804957716421811e+01
-4.600000000000008527e+00,1.149094377028383605e+02,1.310363586866534469e+01,1.247329767094617097e+02,1.923523752691726685e+01
-4.500000000000014211e+00,1.148638564691216430e+02,1.311970443709605938e+01,1.248027216561738015e+02,1.929878550572934515e+01
-4.400000000000005684e+00,1.148575682949753798e+02,1.313977587376892053e+01,1.249041143000992662e+02,1.937674806341346923e+01
-4.300000000000011369e+00,1.148282545027368542e+02,1.311615191214256093e+01,1.250238486126978898e+02,1.945390189247082802e+01
-4.200000000000002842e+00,1.148034699133585974e+02,1.310904205239264009e+01,1.251312149095971051e+02,1.953429096161233858e+01
-4.100000000000008527e+00,1.147751961649956058e+02,1.311919935561252437e+01,1.252313570601049832e+02,1.961715083422251737e+01
-4.000000000000014211e+00,1.147078505703933473e+02,1.309435997281122610e+01,1.253517235764201132e+02,1.972156544955083035e+01
-3.900000000000005684e+00,1.146253920608437795e+02,1.303477616893924207e+01,1.254395781299417791e+02,1.982379730059623668e+01
-3.800000000000011369e+00,1.146024742813619497e+02,1.295673120324100758e+01,1.254922265072775076e+02,1.990016884871601022e+01
-3.700000000000002842e+00,1.145863955002582344e+02,1.288590002109433641e+01,1.255312628025224910e+02,1.998120363936422095e+01
-3.600000000000008527e+00,1.145679429955661561e+02,1.282421042623883523e+01,1.255733095470691296e+02,2.007642578410840528e+01
-3.500000000000014211e+00,1.145320816413292704e+02,1.278475571455946991e+01,1.256108168821957065e+02,2.014796390038198126e+01
-3.400000000000005684e+00,1.144947589805005066e+02,1.274825080987228887e+01,1.255483254428281015e+02,2.005120737128087072e+01
-3.300000000000011369e+00,1.144556085442385864e+02,1.272277690665142025e+01,1.254286374309267273e+02,1.991819974494454115e+01
-3.200000000000002842e+00,1.144244428945697649e+02,1.270929614431879529e+01,1.252938909080841228e+02,1.981056789445789335e+01
-3.100000000000008527e+00,1.144213309234377505e+02,1.261605085358556266e+01,1.251726810841092146e+02,1.975027662298445108e+01
-3.000000000000014211e+00,1.144164846509009124e+02,1.252050164807494781e+01,1.250305591755571868e+02,1.971444815722361454e+01
-2.900000000000005684e+00,1.144383121857757573e+02,1.243046469202439397e+01,1.249722444523463309e+02,1.981625617950775364e+01
-2.800000000000011369e+00,1.144480040755483117e+02,1.237885594292515812e+01,1.250120903540486665e+02,1.996406881632981367e+01
-2.700000000000002842e+00,1.144813659499502307e+02,1.235551262811191187e+01,1.250616559840749176e+02,2.014732083356330961e+01
-2.600000000000008527e+00,1.145380420237754038e+02,1.237471323808005153e+01,1.251252340671245236e+02,2.035403879892443868e+01
-2.500000000000014211e+00,1.145897045802329757e+02,1.241401180419160610e+01,1.251976430880181965e+02,2.053315533920233449e+01
-2.400000000000005684e+00,1.145927373328193113e+02,1.241016608282258105e+01,1.252637407215343472e+02,2.072382589406177189e+01
-2.300000000000011369e+00,1.145832268341395945e+02,1.243134455042685005e+01,1.252650772766272951e+02,2.081657872577794066e+01
-2.200000000000002842e+00,1.146446171655017423e+02,1.248689312639868909e+01,1.252311647859661861e+02,2.084849403631662668e+01
-2.100000000000008527e+00,1.146799498658955656e+02,1.256590948872677060e+01,1.251728283644404627e+02,2.083831939997631366e+01
-2.000000000000014211e+00,1.146939873581832927e+02,1.265577879637632108e+01,1.250468001408393945e+02,2.075706793812241457e+01
-1.900000000000005684e+00,1.147448220665434206e+02,1.275410441725078670e+01,1.249283861670311637e+02,2.071001511505030734e+01
-1.800000000000011369e+00,1.148270257615570813e+02,1.280223389323344563e+01,1.248281624629479865e+02,2.068842158661364294e+01
-1.700000000000002842e+00,1.149459618076790264e+02,1.281416566378908506e+01,1.248363904970925233e+02,2.060128700329212492e+01
-1.600000000000008527e+00,1.150455291884586302e+02,1.282704333608721115e+01,1.248921106240258325e+02,2.048758691345177851e+01
-1.500000000000014211e+00,1.150951026267640174e+02,1.282065882702573489e+01,1.249423126491206943e+02,2.040082529375829168e+01
-1.400000000000005684e+00,1.151412105222674427e+02,1.282519429553660650e+01,1.249799723909123372e+02,2.036352181221682400e+01
-1.300000000000011369e+00,1.151768713893662976e+02,1.282249189978074178e+01,1.250919186995593861e+02,2.034684142382430139e+01
-1.200000000000002842e+00,1.152137334280973846e+02,1.274667064251650750e+01,1.251347940287393499e+02,2.013463108609579777e+01
-1.100000000000008527e+00,1.152958542342194477e+02,1.259139178954527871e+01,1.251362486941520018e+02,1.991770777895204958e+01
-1.000000000000014211e+00,1.153534710313230676e+02,1.245099605050195812e+01,1.250962529333655624e+02,1.970708024883055742e+01
-9.000000000000056843e-01,1.154176239705219444e+02,1.236346749964083536e+01,1.250567541686622661e+02,1.953370194955128269e+01
-8.000000000000113687e-01,1.154672383786104604e+02,1.229731517033669697e+01,1.249878342967096927e+02,1.942005838870454326e+01
-7.000000000000028422e-01,1.155300536520189496e+02,1.224249899378727591e+01,1.251198673951778630e+02,1.945094771654196464e+01
-6.000000000000085265e-01,1.156680422524275258e+02,1.218611958076710522e+01,1.253635428288420144e+02,1.957894613919882687e+01
-5.000000000000142109e-01,1.158205015144125412e+02,1.214497804023527827e+01,1.256271991872113318e+02,1.978236115046099997e+01
-4.000000000000056843e-01,1.159806887805514464e+02,1.208905367147032095e+01,1.259756285704654886e+02,2.004404946430346257e+01
-3.000000000000113687e-01,1.161995343693097738e+02,1.205464658142680001e+01,1.263690838696891348e+02,2.036240269025281435e+01
-2.000000000000170530e-01,1.164449729218319334e+02,1.201252601146019394e+01,1.267116830479266127e+02,2.070224712910660614e+01
-1.000000000000085265e-01,1.167777064405175906e+02,1.203385278577741957e+01,1.270946982290288219e+02,2.102898767598254892e+01
-1.421085471520200372e-14,1.171249769447482265e+02,1.208905692997954873e+01,1.276009632934032112e+02,2.145832996373673751e+01
9.999999999999431566e-02,1.175013266013775564e+02,1.217175887957994540e+01,1.280829907319300389e+02,2.197135203160404870e+01
1.999999999999886313e-01,1.179861662606972459e+02,1.222237561630162794e+01,1.286236522984998771e+02,2.239209384660279767e+01
2.999999999999829470e-01,1.186251791943321479e+02,1.224064661016985411e+01,1.291461696860426116e+02,2.263443039482316266e+01
3.999999999999914735e-01,1.192422751885207362e+02,1.226036252719526587e+01,1.297774960404913429e+02,2.284650135453742692e+01
4.999999999999857891e-01,1.199565628889881310e+02,1.220613372506442040e+01,1.304523483776531236e+02,2.303992813708870457e+01
5.999999999999943157e-01,1.206108209483316500e+02,1.224385188327586071e+01,1.310049886709612679e+02,2.313796729066120861e+01
6.999999999999886313e-01,1.212460545800500142e+02,1.234412490457624223e+01,1.315336299539448532e+02,2.328653321719799862e+01
7.999999999999829470e-01,1.217715311391563517e+02,1.249405209933389571e+01,1.322026419235122319e+02,2.334551513498965392e+01
